Time Step,Robot ID,X,Y,Degree,SD Est
14,5,-304.11148,97.676895,0,0
14,6,-2.6849556,-186.4701,0,0
14,7,109.7603,247.91417,2,2
14,8,-165.0166,-140.11925,1,1
14,9,17.911333,-288.72775,0,0
14,10,161.85748,231.69843,2,2
14,11,281.06903,72.59246,1,1.2
14,12,301.82495,276.2961,0,0
14,13,-156.356,386.61734,1,1
14,14,-109.66008,365.87097,1,1
14,15,297.78183,132.65735,2,1.8000001
14,16,-159.84361,-161.01115,1,1
14,17,143.94948,252.16739,2,2
14,18,-339.69797,317.94968,0,0
14,19,354.8507,327.35226,0,0
14,20,-322.93942,26.842146,0,0
14,21,352.661,36.151237,0,0
14,22,-286.74405,250.32138,1,1
14,23,-172.73947,133.57594,0,0
15,0,-259.23495,254.95267,1,1
15,1,-14.939677,-28.62646,0,0
15,2,-187.46721,274.79593,0,0
15,3,-174.4041,-288.535,0,0
15,4,315.63275,183.29292,1,1.2
15,5,-305.329,94.93507,0,0
15,6,-3.8506727,-189.23434,0,0
15,7,110.67496,250.77133,2,2
15,8,-165.50119,-137.15865,1,1
15,9,18.103043,-291.72162,0,0
15,10,158.85985,231.81761,2,2
15,11,281.273,75.58552,1,1.2
15,12,298.83423,276.53177,0,0
15,13,-155.76695,389.55893,1,1
15,14,-112.650475,366.11084,1,1
15,15,295.2475,131.05202,2,1.8000001
15,16,-161.05733,-158.26764,1,1
15,17,146.53273,253.6928,2,2
15,18,-338.3101,320.60934,0,0
15,19,354.39093,324.3877,0,0
15,20,-325.9305,27.073366,0,0
15,21,355.16864,34.504498,0,0
15,22,-286.46387,247.33449,1,1
15,23,-169.90895,134.56999,0,0
16,0,-257.5508,257.43533,1,1
16,1,-15.91065,-31.464981,0,0
16,2,-185.39789,276.96802,0,0
16,3,-174.0928,-285.5512,0,0
16,4,314.70737,180.43921,1,1.2
16,5,-306.64612,92.23966,1,0.8
16,6,-4.701348,-192.1112,0,0
16,7,109.898254,253.66904,2,2
16,8,-165.82098,-134.17574,1,1
16,9,17.861319,-294.71185,0,0
16,10,155.92235,231.20842,2,2
16,11,280.66415,78.52309,1,1.2
16,12,295.83426,276.5166,0,0
